frame,keypoints,Timestamp,Annotation
113,"[[[672.68798828125, 106.38116455078125], [686.0840454101562, 95.97172546386719], [662.0997924804688, 95.27276611328125], [704.7193603515625, 105.01800537109375], [646.9042358398438, 104.80859375], [723.8683471679688, 172.90219116210938], [613.666259765625, 170.10643005371094], [773.4121704101562, 232.76284790039062], [562.6242065429688, 226.17466735839844], [785.150146484375, 244.18231201171875], [565.7973022460938, 238.6390380859375], [685.05322265625, 325.783203125], [621.7713012695312, 323.09063720703125], [648.9996337890625, 465.70068359375], [621.16552734375, 460.7880859375], [675.2440185546875, 600.0553588867188], [678.8474731445312, 595.987548828125]]]",3.7666666666666666,
114,"[[[671.258544921875, 105.15223693847656], [684.833984375, 94.819091796875], [660.8629150390625, 94.01785278320312], [704.1971435546875, 103.77688598632812], [646.2364501953125, 103.36923217773438], [722.970703125, 171.43360900878906], [613.0411376953125, 169.51455688476562], [770.87890625, 229.83323669433594], [562.6436767578125, 224.9955291748047], [785.066162109375, 244.3310546875], [564.8797607421875, 238.30496215820312], [686.3145141601562, 325.40594482421875], [622.3047485351562, 323.4364013671875], [655.999755859375, 463.8335876464844], [622.024169921875, 460.01141357421875], [684.7449951171875, 596.8323364257812], [678.8154907226562, 593.047607421875]]]",3.8,
115,"[[[671.412353515625, 103.08943176269531], [684.4588623046875, 92.59440612792969], [660.4909057617188, 92.39505004882812], [703.112548828125, 101.61819458007812], [644.8787231445312, 102.55825805664062], [722.6239013671875, 170.1577911376953], [612.596923828125, 168.77908325195312], [770.9757690429688, 229.67796325683594], [562.6845092773438, 224.30670166015625], [784.7977905273438, 244.27130126953125], [564.7224731445312, 238.19540405273438], [687.53515625, 325.3253173828125], [622.2322998046875, 323.7015686035156], [662.8519897460938, 464.5499572753906], [620.1885375976562, 461.2620849609375], [695.0379638671875, 593.33740234375], [672.7130126953125, 591.4755859375]]]",3.8333333333333335,
116,"[[[670.1036987304688, 101.5992431640625], [682.9190063476562, 91.20651245117188], [659.3861694335938, 90.901123046875], [701.2952880859375, 100.4979248046875], [643.8181762695312, 101.12518310546875], [720.8643798828125, 168.07418823242188], [611.1096801757812, 168.056640625], [769.1228637695312, 226.7284393310547], [561.893310546875, 225.49851989746094], [784.5435180664062, 242.89801025390625], [565.5867919921875, 238.58111572265625], [688.716064453125, 324.5856628417969], [622.3988647460938, 323.9678039550781], [670.5006713867188, 463.86260986328125], [620.359375, 461.99078369140625], [703.5296630859375, 594.7296142578125], [668.1405029296875, 592.9923706054688]]]",3.866666666666666,
117,"[[[670.0986938476562, 100.93907165527344], [682.6781005859375, 90.42271423339844], [659.2034912109375, 90.31483459472656], [700.6525268554688, 99.51460266113281], [642.8909912109375, 100.5087890625], [720.4563598632812, 166.98858642578125], [610.0152587890625, 167.7319793701172], [769.7557373046875, 226.1083984375], [561.5134887695312, 226.36485290527344], [784.253173828125, 242.23464965820312], [565.8103637695312, 239.10986328125], [689.7417602539062, 323.8746032714844], [622.0151977539062, 323.7152404785156], [676.3253173828125, 463.590576171875], [619.229736328125, 462.1777648925781], [712.0902099609375, 593.1976318359375], [664.6428833007812, 591.7723999023438]]]",3.9,
118,"[[[669.1195068359375, 100.69171142578125], [681.661376953125, 90.08773803710938], [658.2003173828125, 90.001953125], [699.9224853515625, 99.05043029785156], [641.89892578125, 100.07400512695312], [719.6538696289062, 166.35389709472656], [609.6732788085938, 167.65524291992188], [768.8352661132812, 224.8723602294922], [561.3511962890625, 226.2376708984375], [784.47705078125, 243.0733642578125], [565.055419921875, 239.0181884765625], [690.1195678710938, 323.30059814453125], [621.721435546875, 323.59088134765625], [681.9075927734375, 462.78472900390625], [618.5809326171875, 462.1639099121094], [718.8262939453125, 592.6834716796875], [659.7244262695312, 591.6096801757812]]]",3.933333333333333,
119,"[[[668.8826904296875, 100.10226440429688], [681.18310546875, 89.45684814453125], [657.8973388671875, 89.46051025390625], [699.1851806640625, 98.52009582519531], [641.4197998046875, 99.63949584960938], [719.4619750976562, 166.03286743164062], [609.3077392578125, 167.1796875], [768.7791748046875, 224.7783966064453], [560.7650756835938, 226.2808837890625], [784.5679931640625, 242.3043212890625], [565.6901245117188, 239.88037109375], [690.9539184570312, 323.22222900390625], [621.95068359375, 323.6720886230469], [686.9052734375, 463.83770751953125], [620.100341796875, 463.3665466308594], [723.2052612304688, 594.7423706054688], [657.4976806640625, 594.2451782226562]]]",3.966666666666667,
120,"[[[668.8192138671875, 99.55328369140625], [680.5736083984375, 88.69268798828125], [657.7714233398438, 88.86709594726562], [697.7438354492188, 97.33404541015625], [640.64404296875, 98.61692810058594], [719.333984375, 165.05636596679688], [608.3191528320312, 165.97662353515625], [768.5682373046875, 225.0383758544922], [560.8070068359375, 226.05569458007812], [783.52685546875, 241.227783203125], [566.5637817382812, 239.86151123046875], [693.0284423828125, 323.244384765625], [622.6907958984375, 323.8635559082031], [693.3558959960938, 463.97552490234375], [621.1217041015625, 463.776123046875], [728.3574829101562, 594.94873046875], [654.623779296875, 595.34814453125]]]",4.0,
121,"[[[668.1206665039062, 96.76712036132812], [679.7631225585938, 86.23295593261719], [657.4549560546875, 86.03082275390625], [696.7800903320312, 95.68588256835938], [640.7266845703125, 96.08268737792969], [718.5870971679688, 164.1670684814453], [607.5274047851562, 164.51806640625], [767.48828125, 224.59251403808594], [560.0460205078125, 225.92926025390625], [783.5222778320312, 240.74301147460938], [567.04931640625, 240.37265014648438], [693.0989990234375, 324.03509521484375], [622.27783203125, 324.6802978515625], [697.1520385742188, 464.06103515625], [621.8668212890625, 463.77642822265625], [731.21630859375, 595.2476196289062], [652.484619140625, 594.867919921875]]]",4.033333333333333,
122,"[[[667.2293090820312, 94.98703002929688], [678.8494873046875, 84.51498413085938], [656.747314453125, 84.23258972167969], [696.1339111328125, 94.38983154296875], [640.5245971679688, 94.57154846191406], [719.2101440429688, 163.9882354736328], [606.9647827148438, 164.12933349609375], [768.2365112304688, 225.73402404785156], [559.63818359375, 226.7609100341797], [783.6483764648438, 241.68344116210938], [567.509033203125, 241.46414184570312], [694.4489135742188, 325.0361633300781], [622.605712890625, 325.69775390625], [700.8818359375, 464.05035400390625], [622.9951171875, 463.6658935546875], [733.9983520507812, 593.2399291992188], [652.3489990234375, 592.563232421875]]]",4.066666666666666,
123,"[[[665.9878540039062, 93.59950256347656], [677.71826171875, 83.10525512695312], [655.4386596679688, 82.96505737304688], [695.690673828125, 93.23846435546875], [639.8145141601562, 93.82327270507812], [719.7232055664062, 163.40731811523438], [607.097412109375, 163.67578125], [767.6394653320312, 225.75367736816406], [559.48291015625, 226.2639923095703], [782.639404296875, 241.69317626953125], [567.5512084960938, 241.56979370117188], [695.769775390625, 325.6368103027344], [623.4117431640625, 326.4091796875], [703.910400390625, 464.5090637207031], [623.974609375, 464.2646484375], [737.1073608398438, 593.7191162109375], [652.1755981445312, 593.68017578125]]]",4.1,"EEG channels P7 and P8 display unusual low activity, suggesting possible disengagement or relaxation."
124,"[[[665.4970092773438, 92.72357177734375], [677.2703247070312, 82.20036315917969], [654.8585205078125, 82.04550170898438], [695.3323974609375, 92.64128112792969], [639.2127075195312, 93.17572021484375], [719.8960571289062, 163.36900329589844], [606.4862060546875, 163.42178344726562], [767.6375732421875, 226.2428436279297], [559.0474853515625, 226.23097229003906], [782.6181640625, 242.1796875], [567.5570678710938, 241.49749755859375], [696.2421875, 326.8324890136719], [623.2434692382812, 327.6240234375], [706.4144287109375, 465.0566101074219], [624.9093017578125, 464.854248046875], [738.8079833984375, 595.4024658203125], [652.0571899414062, 595.56689453125]]]",4.133333333333334,"EEG channels P7 and P8 display unusual low activity, suggesting possible disengagement or relaxation."
125,"[[[665.267578125, 92.15823364257812], [676.93505859375, 81.60040283203125], [654.5905151367188, 81.47987365722656], [694.8257446289062, 92.1080322265625], [638.8768310546875, 92.69204711914062], [719.9502563476562, 163.1162872314453], [605.919677734375, 163.22381591796875], [767.6539306640625, 226.64849853515625], [558.8522338867188, 226.9986572265625], [782.7147216796875, 242.26361083984375], [568.8837890625, 242.54522705078125], [697.1630249023438, 327.7070617675781], [623.6951293945312, 328.6282043457031], [707.8082885742188, 466.28546142578125], [625.5120849609375, 466.23089599609375], [739.8985595703125, 596.3572998046875], [652.574462890625, 596.8374633789062]]]",4.166666666666667,"EEG channels P7 and P8 display unusual low activity, suggesting possible disengagement or relaxation."
126,"[[[665.016845703125, 90.875], [676.452880859375, 80.34689331054688], [654.1061401367188, 80.4569091796875], [694.0077514648438, 91.21865844726562], [638.2001953125, 92.42855834960938], [719.538330078125, 162.38436889648438], [605.861328125, 163.23191833496094], [767.7298583984375, 225.66676330566406], [558.9886474609375, 227.05581665039062], [783.28271484375, 241.49484252929688], [568.8876953125, 242.0650634765625], [697.2798461914062, 327.00238037109375], [624.0299072265625, 328.24981689453125], [708.5594482421875, 465.4018249511719], [626.0219116210938, 465.9046630859375], [740.4357299804688, 595.62158203125], [651.8896484375, 596.943359375]]]",4.2,"EEG channels P7 and P8 display unusual low activity, suggesting possible disengagement or relaxation."
127,"[[[664.0991821289062, 90.27032470703125], [675.536865234375, 79.56838989257812], [653.0238647460938, 79.91450500488281], [693.4913330078125, 90.2742919921875], [637.2940673828125, 92.05941772460938], [719.865966796875, 161.66622924804688], [605.968994140625, 163.0107879638672], [768.3743286132812, 225.2676239013672], [559.2532958984375, 226.92547607421875], [782.8819580078125, 241.4669189453125], [569.8460693359375, 242.12176513671875], [697.9959106445312, 326.5530700683594], [624.6170043945312, 327.9652099609375], [709.3185424804688, 464.7594299316406], [626.9159545898438, 465.48773193359375], [740.425537109375, 594.739990234375], [651.72509765625, 596.552490234375]]]",4.233333333333333,"EEG channels P7 and P8 display unusual low activity, suggesting possible disengagement or relaxation."
128,"[[[663.7427368164062, 89.82595825195312], [675.20458984375, 78.99342346191406], [652.5753173828125, 79.52670288085938], [693.4691162109375, 89.580810546875], [637.1541748046875, 91.82635498046875], [720.3468627929688, 161.326416015625], [606.0164184570312, 163.26055908203125], [768.857666015625, 225.3380584716797], [558.969970703125, 227.41192626953125], [783.6932983398438, 242.78009033203125], [570.2415161132812, 242.09848022460938], [698.4788818359375, 326.6048889160156], [624.9436645507812, 328.28466796875], [709.7376708984375, 464.43780517578125], [627.51708984375, 465.7029724121094], [740.5262451171875, 593.8876342773438], [652.546142578125, 596.343505859375]]]",4.266666666666667,
129,"[[[662.9827880859375, 89.33480834960938], [674.5631713867188, 78.43092346191406], [651.7352294921875, 79.1279296875], [693.27587890625, 89.23968505859375], [636.7149047851562, 91.8990478515625], [721.290771484375, 161.59805297851562], [605.8355712890625, 163.4690399169922], [770.677734375, 226.5313720703125], [558.8661499023438, 227.76589965820312], [784.2003173828125, 243.00216674804688], [570.4889526367188, 242.26071166992188], [698.6439208984375, 326.9970703125], [624.5093994140625, 328.5089111328125], [709.8855590820312, 464.70294189453125], [627.2117309570312, 465.6407470703125], [740.83349609375, 594.216552734375], [652.9136352539062, 596.78076171875]]]",4.3,
130,"[[[662.950927734375, 88.57278442382812], [674.597900390625, 77.88127136230469], [651.6641845703125, 78.4013671875], [693.1400146484375, 89.28955078125], [636.2632446289062, 91.59487915039062], [720.7664184570312, 161.69085693359375], [605.2772827148438, 163.59613037109375], [770.4951782226562, 225.95477294921875], [559.045166015625, 227.77609252929688], [784.2889404296875, 242.5780029296875], [570.2362060546875, 242.21893310546875], [698.4318237304688, 327.0462646484375], [624.2052612304688, 328.58319091796875], [710.2220458984375, 464.8128662109375], [627.2216186523438, 465.6594543457031], [741.2058715820312, 594.2321166992188], [652.8099975585938, 596.1907958984375]]]",4.333333333333333,
131,"[[[662.4159545898438, 88.80503845214844], [674.2042236328125, 77.96871948242188], [651.1124267578125, 78.59062194824219], [693.2880859375, 89.09848022460938], [636.0780029296875, 91.649658203125], [720.703857421875, 161.39776611328125], [605.3815307617188, 163.763916015625], [770.0554809570312, 225.56387329101562], [558.4259643554688, 228.26187133789062], [783.71533203125, 242.8829345703125], [570.8607177734375, 242.49688720703125], [697.8015747070312, 327.0391540527344], [623.6497192382812, 328.8124694824219], [710.0673217773438, 464.5999755859375], [627.2490844726562, 465.8646240234375], [741.1582641601562, 594.0142822265625], [652.229248046875, 596.3558349609375]]]",4.366666666666666,
132,"[[[662.0994262695312, 89.11383056640625], [673.9785766601562, 78.33843994140625], [650.9307250976562, 78.74496459960938], [693.1536254882812, 89.41748046875], [635.9183959960938, 91.44476318359375], [719.6839599609375, 161.34329223632812], [605.21484375, 163.47198486328125], [768.5016479492188, 224.69305419921875], [557.8723754882812, 227.8590850830078], [783.2275390625, 242.23681640625], [570.191162109375, 242.5960693359375], [697.0842895507812, 326.7376708984375], [623.308349609375, 328.5243225097656], [710.1560668945312, 464.3861083984375], [627.27978515625, 465.62847900390625], [741.4363403320312, 594.2379150390625], [651.415283203125, 596.181396484375]]]",4.4,
133,"[[[661.7537231445312, 89.08535766601562], [673.7596435546875, 78.24209594726562], [650.4586181640625, 78.73428344726562], [693.107421875, 89.38717651367188], [635.5115966796875, 91.6673583984375], [719.5260009765625, 161.65542602539062], [604.6658935546875, 164.0869598388672], [768.3223876953125, 225.2631072998047], [557.4794311523438, 228.92776489257812], [784.116943359375, 241.44036865234375], [569.595947265625, 242.24838256835938], [696.3580932617188, 327.1439208984375], [622.5176391601562, 329.0203552246094], [708.5986328125, 464.92779541015625], [626.2022094726562, 466.38360595703125], [740.6180419921875, 594.603271484375], [652.2135009765625, 597.0327758789062]]]",4.433333333333334,
134,"[[[661.6907958984375, 88.99821472167969], [673.6187744140625, 78.27397155761719], [650.3095092773438, 78.81402587890625], [692.7473754882812, 89.74502563476562], [635.241943359375, 92.20932006835938], [718.8989868164062, 161.7759246826172], [604.4539794921875, 164.45846557617188], [767.6656494140625, 224.31765747070312], [557.1519775390625, 228.886474609375], [783.9901733398438, 240.28375244140625], [569.8067626953125, 242.89202880859375], [695.5213012695312, 326.28887939453125], [622.0518798828125, 328.2862548828125], [707.3416748046875, 464.9117431640625], [625.94140625, 466.5509338378906], [739.34228515625, 595.3218994140625], [651.98291015625, 598.16357421875]]]",4.466666666666667,
135,"[[[661.4739379882812, 89.02584838867188], [673.476806640625, 78.45211791992188], [650.1434936523438, 78.87307739257812], [692.5640869140625, 90.13554382324219], [635.0139770507812, 92.34333801269531], [718.1148681640625, 162.03689575195312], [603.6449584960938, 165.0520477294922], [767.8170776367188, 223.64100646972656], [556.3609008789062, 229.9480743408203], [784.47216796875, 239.73880004882812], [570.9429931640625, 244.29217529296875], [694.3093872070312, 327.2811584472656], [620.9268798828125, 329.414794921875], [705.5429077148438, 466.34393310546875], [624.9818115234375, 467.95599365234375], [738.0217895507812, 594.6782836914062], [651.6512451171875, 596.887451171875]]]",4.5,
136,"[[[660.9758911132812, 90.01545715332031], [673.2222900390625, 79.33084106445312], [649.5741577148438, 79.86962890625], [692.7144165039062, 90.83283996582031], [634.7008666992188, 93.35598754882812], [717.5086669921875, 162.5474395751953], [604.0866088867188, 165.495849609375], [767.2216796875, 223.7376251220703], [556.444091796875, 229.14581298828125], [784.5675048828125, 239.26605224609375], [568.284912109375, 242.69161987304688], [692.34423828125, 325.1806945800781], [619.9693603515625, 327.06689453125], [701.0717163085938, 465.31689453125], [623.150634765625, 466.7435302734375], [735.3545532226562, 593.611572265625], [652.4656982421875, 596.0922241210938]]]",4.533333333333333,
137,"[[[660.6878662109375, 90.72518920898438], [673.130126953125, 80.00357055664062], [649.2498779296875, 80.68521118164062], [693.0328979492188, 91.44273376464844], [634.7266845703125, 94.47842407226562], [717.3596801757812, 163.42340087890625], [604.2979125976562, 166.6005859375], [767.2257690429688, 224.90066528320312], [555.7803955078125, 229.88494873046875], [784.7631225585938, 240.09329223632812], [567.7586669921875, 242.34808349609375], [691.0773315429688, 323.93048095703125], [619.5576782226562, 325.6576232910156], [693.6239013671875, 464.487548828125], [619.7091674804688, 465.78350830078125], [732.1268920898438, 592.3564453125], [655.4464721679688, 595.0097045898438]]]",4.566666666666666,
138,"[[[660.5430297851562, 91.380615234375], [673.09619140625, 80.811279296875], [649.2232666015625, 81.46121215820312], [692.8743896484375, 92.2049560546875], [635.0498657226562, 95.33868408203125], [716.06494140625, 163.52880859375], [604.81103515625, 167.20834350585938], [766.4385986328125, 224.31103515625], [555.973388671875, 229.85252380371094], [784.6820068359375, 241.29660034179688], [567.1344604492188, 241.8228759765625], [689.0521240234375, 322.30523681640625], [620.0709838867188, 323.875732421875], [682.0452270507812, 463.1183166503906], [618.0809936523438, 464.2166442871094], [721.9742431640625, 591.9798583984375], [661.1469116210938, 593.8480224609375]]]",4.6,
139,"[[[660.1598510742188, 91.69696044921875], [672.8945922851562, 81.25868225097656], [648.8363037109375, 82.19815063476562], [693.01318359375, 92.65213012695312], [635.4931030273438, 96.6781005859375], [715.8970947265625, 163.60887145996094], [605.6331787109375, 168.085693359375], [765.7073974609375, 223.79136657714844], [555.7571411132812, 229.5773468017578], [785.0340576171875, 241.31430053710938], [567.6091918945312, 241.05313110351562], [688.0765991210938, 319.96051025390625], [621.4823608398438, 321.5257568359375], [670.2808227539062, 457.89019775390625], [617.7203979492188, 459.1249084472656], [711.4985961914062, 583.5921020507812], [670.247802734375, 586.09033203125]]]",4.633333333333334,
140,"[[[660.1536865234375, 92.36831665039062], [672.9852294921875, 82.02203369140625], [648.69091796875, 83.07737731933594], [693.0100708007812, 93.50234985351562], [635.3317260742188, 97.92095947265625], [715.3104248046875, 164.02687072753906], [606.440185546875, 168.8616485595703], [766.36376953125, 223.9273223876953], [555.9715576171875, 229.90469360351562], [784.433349609375, 241.9202880859375], [568.0609130859375, 241.057373046875], [686.10546875, 317.869384765625], [622.3326416015625, 319.1525573730469], [658.0901489257812, 456.23779296875], [619.6306762695312, 456.95477294921875], [696.7611083984375, 581.8203125], [677.5736083984375, 583.6954956054688]]]",4.666666666666667,
141,"[[[660.54052734375, 92.65145874023438], [673.5527954101562, 82.36268615722656], [648.92138671875, 83.4395751953125], [693.4511108398438, 94.25570678710938], [635.6049194335938, 98.77615356445312], [715.8997802734375, 165.411865234375], [607.1029663085938, 169.62799072265625], [770.1275024414062, 226.07933044433594], [555.64453125, 230.55169677734375], [785.6419677734375, 242.44781494140625], [567.6578369140625, 241.17410278320312], [683.29443359375, 318.0628356933594], [621.7445678710938, 318.481201171875], [646.0698852539062, 456.5260925292969], [621.5851440429688, 455.6570129394531], [680.3023681640625, 582.761474609375], [683.7805786132812, 583.142822265625]]]",4.7,
142,"[[[661.4976196289062, 92.72445678710938], [674.2990112304688, 82.69992065429688], [649.5675659179688, 83.76519775390625], [693.3824462890625, 95.57171630859375], [635.5817260742188, 100.23872375488281], [715.791259765625, 166.4471435546875], [607.7357788085938, 170.41140747070312], [770.8964233398438, 226.9555206298828], [555.71484375, 230.977783203125], [785.1825561523438, 242.3406982421875], [567.8382568359375, 240.89450073242188], [681.9475708007812, 317.51409912109375], [621.4715576171875, 317.5020751953125], [640.3964233398438, 456.06146240234375], [620.1651611328125, 454.57000732421875], [670.5673828125, 586.1973876953125], [679.3626098632812, 586.0888061523438]]]",4.733333333333333,
143,"[[[661.7818603515625, 92.6522216796875], [674.436279296875, 82.67303466796875], [649.73046875, 83.75503540039062], [693.2302856445312, 96.14401245117188], [635.6870727539062, 100.88943481445312], [716.7660522460938, 167.25791931152344], [608.0029907226562, 170.88916015625], [772.3590087890625, 228.4210205078125], [554.6779174804688, 231.9442901611328], [784.8501586914062, 242.25863647460938], [567.8875732421875, 241.3455810546875], [682.3754272460938, 317.3727111816406], [621.701171875, 317.01177978515625], [638.2758178710938, 455.0860290527344], [618.870361328125, 453.0767517089844], [664.8500366210938, 588.2047729492188], [675.0369873046875, 587.8346557617188]]]",4.766666666666667,
144,"[[[661.8643798828125, 92.48150634765625], [674.5687255859375, 82.53350830078125], [649.8751220703125, 83.52366638183594], [693.39111328125, 96.2138671875], [635.91162109375, 100.7611083984375], [717.1500854492188, 167.44802856445312], [608.510009765625, 170.63720703125], [773.3710327148438, 228.87283325195312], [554.8572387695312, 231.56910705566406], [784.8406982421875, 242.202880859375], [567.1724243164062, 241.03146362304688], [682.5299682617188, 316.42132568359375], [622.1140747070312, 315.666259765625], [636.1661376953125, 453.4461669921875], [617.7207641601562, 450.7587890625], [663.1009521484375, 588.2955322265625], [674.6607055664062, 587.1265258789062]]]",4.8,
145,"[[[661.9263916015625, 92.40386962890625], [674.5408325195312, 82.40805053710938], [649.9457397460938, 83.34765625], [693.2401123046875, 95.89450073242188], [636.0187377929688, 100.23341369628906], [717.3755493164062, 166.9855499267578], [608.7892456054688, 169.51246643066406], [773.1739501953125, 228.757080078125], [554.6513671875, 230.52182006835938], [784.232177734375, 242.16299438476562], [569.1774291992188, 240.45294189453125], [682.2221069335938, 317.1011962890625], [622.007080078125, 316.0167541503906], [634.37939453125, 455.5715026855469], [617.4235229492188, 452.55035400390625], [657.1043701171875, 592.5357666015625], [670.6661987304688, 591.2615356445312]]]",4.833333333333333,
146,"[[[662.0807495117188, 91.95025634765625], [674.4801025390625, 81.87835693359375], [650.256591796875, 82.6099853515625], [692.87939453125, 94.85675048828125], [636.2479858398438, 98.61526489257812], [716.69482421875, 165.29510498046875], [609.5184326171875, 167.92568969726562], [772.0077514648438, 226.56236267089844], [555.1218872070312, 229.98155212402344], [783.7530517578125, 242.05368041992188], [570.1716918945312, 240.82986450195312], [681.781494140625, 316.66973876953125], [622.3892822265625, 315.64593505859375], [633.3883056640625, 455.44561767578125], [617.557373046875, 452.7427062988281], [650.4945068359375, 594.0965576171875], [664.2182006835938, 592.3359985351562]]]",4.866666666666666,
147,"[[[661.5619506835938, 92.12579345703125], [673.5078125, 81.87800598144531], [649.9348754882812, 82.8880615234375], [691.4158935546875, 94.1109619140625], [635.92919921875, 98.17645263671875], [715.8992919921875, 163.23641967773438], [608.7978515625, 165.9947509765625], [771.3035278320312, 226.8400421142578], [555.5489501953125, 228.89993286132812], [783.2037963867188, 242.56021118164062], [569.1812744140625, 240.12860107421875], [679.4380493164062, 318.05712890625], [619.2562255859375, 316.8299560546875], [633.378173828125, 457.19842529296875], [616.457763671875, 455.0594482421875], [637.4557495117188, 597.4483642578125], [649.8499755859375, 596.978515625]]]",4.9,
148,"[[[661.194580078125, 92.33432006835938], [672.9974975585938, 81.96992492675781], [649.5869140625, 82.88995361328125], [690.791259765625, 93.85580444335938], [635.65771484375, 97.57485961914062], [716.25244140625, 162.93263244628906], [608.563232421875, 165.10580444335938], [770.8619384765625, 228.00479125976562], [555.6138916015625, 229.435791015625], [782.40478515625, 242.72161865234375], [569.1355590820312, 240.232177734375], [678.4537353515625, 318.7939147949219], [618.199462890625, 317.46160888671875], [635.209228515625, 458.5014343261719], [620.0328369140625, 456.5281982421875], [629.5650024414062, 602.0979614257812], [645.8551025390625, 601.94873046875]]]",4.933333333333334,
149,"[[[660.997314453125, 92.87944030761719], [672.8328857421875, 82.57713317871094], [649.3599243164062, 83.3206787109375], [690.635009765625, 94.31402587890625], [635.1978759765625, 97.526123046875], [716.1712646484375, 163.58102416992188], [607.7670288085938, 165.06005859375], [769.7310791015625, 229.0008087158203], [555.193359375, 229.6121826171875], [782.5935668945312, 242.5897216796875], [568.9469604492188, 240.34378051757812], [677.9791259765625, 320.3049621582031], [617.0243530273438, 318.743408203125], [637.171142578125, 459.41558837890625], [619.6263427734375, 457.2044677734375], [626.2920532226562, 600.74072265625], [640.0626831054688, 600.4505615234375]]]",4.966666666666667,
150,"[[[660.9462280273438, 94.15066528320312], [672.6834716796875, 83.76823425292969], [649.3356323242188, 84.32318115234375], [690.1535034179688, 95.04518127441406], [634.7853393554688, 97.71870422363281], [715.2933349609375, 164.007568359375], [606.8679809570312, 165.79794311523438], [769.4911499023438, 228.20494079589844], [553.26708984375, 230.606201171875], [781.8694458007812, 242.6158447265625], [568.4078369140625, 240.85980224609375], [676.9539184570312, 322.6849670410156], [616.1082153320312, 321.3403625488281], [637.2200317382812, 461.7072448730469], [621.3336791992188, 459.6821594238281], [621.1372680664062, 600.5086059570312], [636.9486083984375, 599.411865234375]]]",5.0,Sudden dip in HRV observed
151,"[[[660.8433837890625, 95.49267578125], [672.2532348632812, 84.67292785644531], [648.8770751953125, 85.6182861328125], [689.5641479492188, 95.09854125976562], [633.9630126953125, 98.62657165527344], [715.3111572265625, 164.6000213623047], [606.5556030273438, 167.05296325683594], [770.3951416015625, 228.7891845703125], [552.93798828125, 232.2164306640625], [781.3720092773438, 241.8480224609375], [571.0318603515625, 240.99813842773438], [675.6224365234375, 325.7608642578125], [614.3391723632812, 324.638671875], [637.3174438476562, 465.4534606933594], [620.508544921875, 463.9047546386719], [618.1735229492188, 602.2294921875], [631.210693359375, 602.2833251953125]]]",5.033333333333333,Sudden dip in HRV observed
152,"[[[660.8455810546875, 97.54115295410156], [672.16015625, 86.6053466796875], [648.7451782226562, 87.71171569824219], [689.3385009765625, 96.53843688964844], [633.6102905273438, 100.40460205078125], [714.98828125, 165.496826171875], [606.5177001953125, 168.3089599609375], [769.689697265625, 228.596435546875], [553.1515502929688, 232.5242919921875], [781.13037109375, 241.29345703125], [570.5908813476562, 241.198974609375], [675.2160034179688, 326.8468322753906], [613.9978637695312, 325.86724853515625], [637.2124633789062, 467.478515625], [619.8792724609375, 466.2743225097656], [617.3713989257812, 602.8963012695312], [629.4674072265625, 603.701904296875]]]",5.066666666666666,Sudden dip in HRV observed
153,"[[[660.7299194335938, 98.89645385742188], [671.8994750976562, 87.78977966308594], [648.3861694335938, 89.1907958984375], [688.847900390625, 97.54444885253906], [632.8759155273438, 102.05067443847656], [715.4653930664062, 166.92591857910156], [606.3983154296875, 168.97982788085938], [770.8055419921875, 231.60006713867188], [553.5076904296875, 232.51739501953125], [780.806640625, 241.99755859375], [568.0344848632812, 240.500244140625], [674.6605224609375, 328.42486572265625], [613.1072998046875, 326.92987060546875], [635.890869140625, 469.880126953125], [617.8848876953125, 468.0986633300781], [616.2117309570312, 605.3582153320312], [627.52197265625, 606.8467407226562]]]",5.1,Sudden dip in HRV observed
154,"[[[660.3521728515625, 99.82984924316406], [671.5663452148438, 88.7872314453125], [648.0496826171875, 90.27227783203125], [688.6036376953125, 98.57060241699219], [632.72216796875, 103.31689453125], [715.5364379882812, 167.45849609375], [606.4586791992188, 169.87747192382812], [772.0977172851562, 231.27383422851562], [553.8483276367188, 232.6611328125], [780.7026977539062, 241.77243041992188], [566.80322265625, 241.39541625976562], [674.5985107421875, 329.01605224609375], [613.052490234375, 327.4803161621094], [635.3203735351562, 469.4804992675781], [616.6797485351562, 467.38433837890625], [617.86572265625, 605.9088745117188], [628.185546875, 606.8687744140625]]]",5.133333333333334,Sudden dip in HRV observed
155,"[[[659.7377319335938, 100.72850036621094], [671.3466796875, 89.66754150390625], [647.6033935546875, 90.97624206542969], [689.0809936523438, 99.40943908691406], [632.5885620117188, 103.73194885253906], [716.3035888671875, 168.14767456054688], [605.8790893554688, 170.94076538085938], [773.237548828125, 231.25762939453125], [554.3828125, 233.67984008789062], [780.9400634765625, 241.75491333007812], [565.3665771484375, 241.79653930664062], [674.6959838867188, 329.60198974609375], [612.095947265625, 328.11407470703125], [636.5238037109375, 470.46240234375], [615.7376098632812, 468.37786865234375], [619.4310913085938, 607.1544189453125], [628.5670776367188, 607.2606201171875]]]",5.166666666666667,Sudden dip in HRV observed
